1,1,10,3,0,0,12,0,27,1,602840720
2,2,0,2,0,0,2,0,2,2,602860163
1,1,2,1,0,0,5,0,17,1,602606667
0,0,0,0,0,0,7,0,2,2,602807691
1,1,12,2,0,0,6,0,9,1,602551648
2,2,0,2,0,0,0,0,2,2,602512286
2,2,0,2,0,0,6,0,2,2,602817455
1,1,10,1,0,0,2,0,9,1,602986211
2,2,0,2,0,0,4,0,29,8,602587743
2,2,0,2,0,0,5,0,3,2,602691652
2,2,0,2,0,0,4,0,2,2,602748434
2,2,0,4,0,0,0,0,30,3,603196057
1,1,8,1,0,0,0,0,9,1,603170704
2,2,0,2,0,0,3,0,2,2,603106604
2,2,0,2,0,0,5,0,0,0,602884866
2,2,0,2,0,0,0,0,3,2,602452511
1,1,11,2,0,0,10,0,31,1,602544002
2,2,0,2,0,0,1,0,2,2,602536838
1,1,8,3,0,0,0,0,9,1,602534651
2,2,0,2,0,0,0,0,32,2,603230286
1,1,1,1,0,0,1,0,33,3,603019377
0,0,0,0,0,0,5,0,2,2,602647655
2,2,0,2,0,0,3,0,22,6,602761527
1,1,15,5,0,0,3,0,34,1,602793969
2,2,0,2,0,0,5,0,35,6,602958439
2,2,0,6,0,0,0,0,36,2,602780733
1,1,2,1,0,0,5,0,9,1,602989728
2,2,0,2,0,0,10,0,0,0,602505142
1,1,10,2,0,0,2,0,37,1,602966978
1,1,10,1,0,0,2,0,37,1,602966978
1,1,2,3,0,0,5,0,9,1,602595548
0,0,0,0,0,0,9,0,38,9,602617506
2,2,0,2,0,0,3,0,39,2,602440236
2,2,0,2,0,0,7,0,2,2,602953739
2,2,0,2,0,0,2,0,2,2,602661056
1,1,10,3,0,0,2,0,17,1,602425809
1,1,4,3,0,0,7,0,7,1,602643678
2,2,0,2,0,0,0,0,0,0,603089109
1,1,14,2,0,0,4,0,16,1,603095677
1,1,14,2,0,0,4,0,16,1,603095677
1,1,4,1,0,0,7,0,40,1,603033045
1,1,4,5,0,0,7,0,40,1,603033045
2,2,0,2,0,0,6,0,2,2,602671976
2,2,0,2,0,0,6,0,2,2,603034373
2,2,0,2,0,0,4,0,2,2,602436156
1,1,10,1,0,0,2,0,41,4,602453053
2,2,0,2,0,0,1,0,19,3,602780309
2,2,0,2,0,0,6,0,2,2,602753847
2,2,0,4,0,0,3,0,36,2,602892953
2,2,0,2,0,0,0,0,42,6,602585486
2,2,0,2,0,0,2,0,43,4,603107649
1,1,14,1,0,0,4,0,9,1,602440345
1,1,14,1,0,0,4,0,44,1,602488248
1,1,1,2,0,0,1,0,28,1,602929385
1,1,16,1,0,0,13,0,45,1,603147556
1,1,2,2,0,0,5,0,9,1,602974708
2,2,0,2,0,0,0,0,2,2,603066417
2,2,0,2,0,0,10,0,2,2,602473463
2,2,0,2,0,0,6,0,3,2,602897854
1,1,10,3,0,0,2,0,9,1,603060051
1,1,5,5,0,0,5,0,9,1,602797689
1,1,3,5,0,0,6,0,46,1,602696684
2,2,0,2,0,0,7,0,2,2,602649539
2,2,0,6,0,0,11,0,0,0,602950067
1,1,3,1,0,0,6,0,16,1,602523362
2,2,0,2,0,0,1,0,2,2,603160022
1,1,12,1,0,0,6,0,44,1,603123539
2,2,0,2,0,0,0,0,2,2,602434668
2,2,0,2,0,0,9,0,14,4,603211480
2,2,0,2,0,0,7,0,0,0,602635117
1,1,10,5,0,0,2,0,9,1,602718462
1,1,10,1,0,0,2,0,9,1,602718462
2,2,0,2,0,0,8,0,2,2,603180286
1,1,13,5,0,0,4,0,4,1,602512634
0,0,0,0,0,0,0,0,0,0,603008144
2,2,0,2,0,0,10,0,0,0,602709393
1,1,10,2,0,0,2,0,9,1,602562945
1,1,8,2,0,0,0,0,47,1,602935449
1,1,3,3,0,0,6,0,9,1,603091164
1,1,3,5,0,0,6,0,9,1,603041480
1,1,2,1,0,0,5,0,4,1,602762618
1,1,2,1,0,0,5,0,4,1,602612697
2,2,0,2,0,0,10,0,2,2,603225583
2,2,0,2,0,0,8,0,2,2,603091120
1,1,5,5,0,0,5,0,9,1,602443950
1,1,4,3,0,0,7,0,16,1,602472234
1,1,4,1,0,0,7,0,9,1,602558606
1,1,2,1,0,0,5,0,0,0,602511982
1,1,8,1,0,0,0,0,48,1,602433262
0,0,0,0,0,0,1,0,3,2,602501978
2,2,0,2,0,0,8,0,3,2,602954142
2,2,0,2,0,0,2,0,25,2,602602688
2,2,0,2,0,0,11,0,2,2,602585144
2,2,0,2,0,0,1,0,2,2,603020235
1,1,8,1,0,0,0,0,6,3,602421527
2,2,0,2,0,0,2,0,2,2,602540698
2,2,0,4,0,0,8,0,3,2,602889758
1,1,1,3,0,0,1,0,17,1,602439659
0,0,0,0,0,0,0,0,0,0,602480561
1,1,8,1,0,0,0,0,4,1,602413234
1,1,17,3,0,0,11,0,27,1,603141172
1,1,1,1,0,0,1,0,4,1,602446169
1,1,4,2,0,0,7,0,27,1,602418048
1,1,10,1,0,0,2,0,16,1,602524166
1,1,15,2,0,0,3,0,4,1,602494887
1,1,12,3,0,0,6,0,49,1,602794507
1,1,8,1,0,0,0,0,44,1,602686174
2,2,0,2,0,0,10,0,2,2,603197192
2,2,0,2,0,0,6,0,0,0,602669969
1,1,2,1,0,0,5,0,9,1,602468082
1,1,9,5,0,0,9,0,50,1,602434156
1,1,1,1,0,0,1,0,27,1,602686473
2,2,0,2,0,0,7,0,51,6,602774579
2,2,0,2,0,0,3,0,2,2,603186934
2,2,0,2,0,0,8,0,39,2,602870013
1,1,7,3,0,0,6,0,4,1,603171980
2,2,0,4,0,0,6,0,52,1,602734424
2,2,0,2,0,0,1,0,2,2,602585394
1,1,8,2,0,0,0,0,4,1,602853053
2,2,0,2,0,0,2,0,2,2,602456253
2,2,0,6,0,0,2,0,14,4,603033013
2,2,0,2,0,0,7,0,3,2,602512261
2,2,0,2,0,0,9,0,51,6,602817623
2,2,0,2,0,0,6,0,2,2,602539190
1,1,13,5,0,0,4,0,4,1,602869058
1,1,13,1,0,0,4,0,4,1,602869058
2,2,0,2,0,0,7,0,53,4,602493607
1,1,3,1,0,0,6,0,4,1,602767228
0,0,0,0,0,0,1,0,54,3,603028537
1,1,8,2,0,0,0,0,17,1,602986669
1,1,4,1,0,0,7,0,16,1,602430962
1,1,4,2,0,0,7,0,16,1,602430962
2,2,0,2,0,0,3,0,32,2,602498936
2,2,0,2,0,0,4,0,2,2,602882192
2,2,0,2,0,0,3,0,25,2,602629745
1,1,12,1,0,0,6,0,16,1,603105131
2,2,0,2,0,0,10,0,19,3,603007919
1,1,8,1,0,0,0,0,4,1,602716381
2,2,0,2,0,0,8,0,2,2,602531433
2,2,0,2,0,0,4,0,22,6,603101499
1,1,9,3,0,0,9,0,6,3,602533677
1,1,11,2,0,0,10,0,55,1,602600300
2,2,0,2,0,0,7,0,2,2,602445546
2,2,0,2,0,0,2,0,56,3,602449698
1,1,2,1,0,0,5,0,4,1,602828054
1,1,5,5,0,0,5,0,4,1,602828054
2,2,0,2,0,0,11,0,42,6,602939071
1,1,10,1,0,0,2,0,9,1,602733719
1,1,2,2,0,0,5,0,44,1,602550437
1,1,6,5,0,0,8,0,50,1,602890033
1,1,6,2,0,0,8,0,50,1,602890033
1,1,12,3,0,0,6,0,0,0,602737383
2,2,0,2,0,0,4,0,3,2,602797240
1,1,2,3,0,0,5,0,4,1,602754845
2,2,0,6,0,0,2,0,13,2,602589445
1,1,8,1,0,0,0,0,4,1,602598922
1,1,8,1,0,0,0,0,4,1,602598922
1,1,3,1,0,0,6,0,57,1,602539690
2,2,0,2,0,0,6,0,2,2,604816605
1,1,9,3,0,0,9,0,4,1,605685309
1,1,2,1,0,0,5,0,9,1,605732651
1,1,2,5,0,0,5,0,9,1,605732651
1,1,7,1,0,0,6,0,10,1,605538570
2,2,0,2,0,0,1,0,2,2,604741571
2,2,0,2,0,0,1,0,14,4,605205691
1,1,1,1,0,0,1,0,9,1,605332762
1,1,8,2,0,0,0,0,58,1,604844798
1,1,2,2,0,0,5,0,9,1,605749072
1,1,2,1,0,0,5,0,9,1,605437895
2,2,0,2,0,0,13,0,59,3,604854982
2,2,0,4,0,0,8,0,60,3,604959419
2,2,0,2,0,0,9,0,42,6,604740699
1,1,2,1,0,0,5,0,61,5,605335514
1,1,8,3,0,0,0,0,9,1,605559748
1,1,8,3,0,0,0,0,62,4,605723285
1,1,8,2,0,0,0,0,4,1,605179472
1,1,8,1,0,0,0,0,4,1,605179472
1,1,3,1,0,0,6,0,7,1,604776315
1,1,3,1,0,0,6,0,7,1,605516727
1,1,8,1,0,0,0,0,16,1,605116093
1,1,17,1,0,0,11,0,9,1,605288000
2,2,0,2,0,0,0,0,2,2,605190778
2,2,0,2,0,0,4,0,43,4,604817214
1,1,3,2,0,0,6,0,16,1,604823354
1,1,8,1,0,0,0,0,63,1,604794402
2,2,0,2,0,0,0,0,2,2,605191922
1,1,6,1,0,0,8,0,33,3,605353593
1,1,1,1,0,0,1,0,9,1,605493947
1,1,17,2,0,0,11,0,64,1,605466794
2,2,0,2,0,0,6,0,2,2,604687673
2,2,0,2,0,0,9,0,32,2,604786249
1,1,3,5,0,0,6,0,17,1,604873284
1,1,2,1,0,0,5,0,9,1,605204431
1,1,9,1,0,0,9,0,33,3,604914078
2,2,0,6,0,0,0,0,65,2,604876191
1,1,9,3,0,0,9,0,44,1,605402028
1,1,8,3,0,0,0,0,4,1,604944699
2,2,0,2,0,0,10,0,32,2,605121671
2,2,0,2,0,0,9,0,3,2,604904809
1,1,14,5,0,0,4,0,33,3,605091221
1,1,3,1,0,0,6,0,9,1,604727930
1,1,2,1,0,0,5,0,7,1,605627252
2,2,0,2,0,0,2,0,0,0,605414469
1,1,15,1,0,0,3,0,12,1,605436474
1,1,3,1,0,0,6,0,4,1,605648831
1,1,10,3,0,0,2,0,9,1,605223024
1,1,9,2,0,0,9,0,50,1,604807341
2,2,0,2,0,0,11,0,2,2,605277181
1,1,10,1,0,0,2,0,55,1,605059552
2,2,0,6,0,0,9,0,32,2,604869787
1,1,11,1,0,0,10,0,34,1,605047465
2,2,0,2,0,0,2,0,66,6,604779242
2,2,0,2,0,0,11,0,2,2,605736470
1,1,12,2,0,0,6,0,17,1,605385292
2,2,0,2,0,0,1,0,0,0,604935601
0,0,0,0,0,0,6,0,0,0,604703694
2,2,0,2,0,0,6,0,0,0,604703694
1,1,17,1,0,0,11,0,55,1,604723290
1,1,1,5,0,0,1,0,28,1,605111168
1,1,12,1,0,0,6,0,17,1,605324666
2,2,0,4,0,0,9,0,67,3,605023643
0,0,0,0,0,0,8,0,2,2,605114941
1,1,14,2,0,0,4,0,9,1,605065942
1,1,14,2,0,0,4,0,9,1,605065942
1,1,14,1,0,0,4,0,9,1,605065942
2,2,0,2,0,0,3,0,2,2,605738975
1,1,17,2,0,0,11,0,55,1,605384532
1,1,2,3,0,0,5,0,27,1,605380749
1,1,5,5,0,0,5,0,4,1,605444633
2,2,0,2,0,0,10,0,2,2,604775489
1,1,2,1,0,0,5,0,0,0,605309118
1,1,8,5,0,0,0,0,4,1,605348523
1,1,8,2,0,0,0,0,4,1,605348523
1,1,3,1,0,0,6,0,9,1,605147980
1,1,1,3,0,0,1,0,9,1,604816185
1,1,12,1,0,0,6,0,4,1,605584087
1,1,9,3,0,0,9,0,4,1,604687500
1,1,15,2,0,0,3,0,6,3,605306796
2,2,0,2,0,0,1,0,0,0,605338409
2,2,0,2,0,0,3,0,3,2,604687126
2,2,0,2,0,0,9,0,43,4,605587639
0,0,0,0,0,0,0,0,22,6,605369734
1,1,7,1,0,0,6,0,15,5,604821931
1,1,10,1,0,0,2,0,9,1,605711618
1,1,7,2,0,0,6,0,9,1,605045394
1,1,6,1,0,0,8,0,68,1,604777674
1,1,8,2,0,0,0,0,4,1,605359173
1,1,10,3,0,0,2,0,9,1,605055924
2,2,0,2,0,0,5,0,3,2,605461427
1,1,8,1,0,0,0,0,9,1,604840851
1,1,1,5,0,0,1,0,4,1,605610255
1,1,9,3,0,0,9,0,69,1,605080379
1,1,17,2,0,0,11,0,55,1,604878673
2,2,0,2,0,0,6,0,0,0,605039846
1,1,6,1,0,0,8,0,28,1,605033177
1,1,2,1,0,0,5,0,9,1,604980562
1,1,3,3,0,0,6,0,16,1,604794374
1,1,8,3,0,0,0,0,4,1,604697709
2,2,0,2,0,0,3,0,2,2,605092043
2,2,0,2,0,0,5,0,0,0,605743110
1,1,10,1,0,0,2,0,9,1,605289750
1,1,10,1,0,0,2,0,70,1,605418873
1,1,3,3,0,0,6,0,9,1,605161613
2,2,0,2,0,0,10,0,2,2,602647096
2,2,0,2,0,0,0,0,22,6,603201017
1,1,14,1,0,0,4,0,17,1,602661004
2,2,0,2,0,0,2,0,0,0,602575977
2,2,0,2,0,0,0,0,3,2,602523005
1,1,5,5,0,0,5,0,9,1,602992279
1,1,2,1,0,0,5,0,9,1,602930502
1,1,11,3,0,0,10,0,9,1,602618107
1,1,9,1,0,0,9,0,4,1,603145772
1,1,9,2,0,0,9,0,4,1,603145772
1,1,2,3,0,0,5,0,71,1,602584328
1,1,10,1,0,0,2,0,40,1,602479239
2,2,0,2,0,0,1,0,2,2,602453442
2,2,0,2,0,0,0,0,35,6,602492981
1,1,2,2,0,0,5,0,4,1,602753465
2,2,0,2,0,0,1,0,2,2,603153216
1,1,8,1,0,0,0,0,9,1,602445576
2,2,0,2,0,0,0,0,72,2,603165028
2,2,0,2,0,0,9,0,2,2,602780536
2,2,0,6,0,0,9,0,73,3,603220636
2,2,0,2,0,0,1,0,2,2,602945269
2,2,0,2,0,0,1,0,2,2,603144006
1,1,8,2,0,0,0,0,4,1,602935929
1,1,8,1,0,0,0,0,4,1,602935929
2,2,0,2,0,0,0,0,32,2,603143509
2,2,0,2,0,0,5,0,74,4,602981309
0,0,0,0,0,0,2,0,2,2,602860280
2,2,0,2,0,0,2,0,2,2,602860280
2,2,0,2,0,0,10,0,2,2,602935906
1,1,8,3,0,0,0,0,4,1,602682548
1,1,1,1,0,0,1,0,17,1,602508641
1,1,10,1,0,0,2,0,75,1,602508228
0,0,0,0,0,0,9,1,53,4,602604068
2,2,0,2,0,0,9,1,53,4,602604068
1,1,15,1,0,0,3,0,16,1,602657785
0,0,0,0,0,0,10,0,2,2,602730729
1,1,2,1,0,0,5,0,9,1,602467358
1,1,5,5,0,0,5,0,9,1,602467358
2,2,0,2,0,0,6,0,2,2,602449168
2,2,0,2,0,0,6,0,2,2,602502710
2,2,0,2,0,0,6,0,3,2,602565699
2,2,0,2,0,0,10,0,2,2,602504702
1,1,9,3,0,0,9,0,8,1,602542128
1,1,14,1,0,0,4,0,9,1,602886093
2,2,0,2,0,0,9,0,2,2,602793463
2,2,0,4,0,0,0,0,32,2,602921731
1,1,3,3,0,0,6,0,76,5,602953150
2,2,0,2,0,0,13,0,2,2,602807146
1,1,17,2,0,0,11,0,6,3,602705745
1,1,17,1,0,0,11,0,6,3,602705745
1,1,7,3,0,0,6,0,16,1,602604803
2,2,0,2,0,0,1,0,0,0,603069206
1,1,2,1,0,0,5,0,9,1,602882035
1,1,10,3,0,0,2,0,0,0,602552607
0,0,0,0,0,0,1,2,77,2,602581116
2,2,0,6,0,0,2,0,0,0,602565565
1,1,11,2,0,0,10,0,33,3,602690808
0,0,0,0,0,0,8,0,0,0,602942115
1,1,2,1,0,0,5,0,4,1,603103489
1,1,5,5,0,0,5,0,4,1,603103489
1,1,2,1,0,0,5,0,9,1,602423308
2,2,0,2,0,0,10,0,19,3,602534149
2,2,0,2,0,0,4,0,2,2,602624284
1,1,17,1,0,0,11,0,6,3,602474869
1,1,9,3,0,0,9,0,78,1,603074865
1,1,8,2,0,0,0,0,24,1,602419277
2,2,0,2,0,0,7,0,2,2,602639457
2,2,0,2,0,0,2,0,2,2,602501485
1,1,4,1,0,0,7,0,10,1,603055929
1,1,4,2,0,0,7,0,10,1,603055929
1,1,7,2,0,0,6,0,55,1,603015992
2,2,0,2,0,0,6,0,2,2,603084726
1,1,4,2,0,0,7,0,79,1,602502520
1,1,10,2,0,0,2,0,20,3,602553148
2,2,0,4,0,0,7,0,3,2,602482490
1,1,2,1,0,0,5,0,4,1,602941720
1,1,2,2,0,0,5,0,4,1,602941720
2,2,0,2,0,0,0,0,3,2,602462972
1,1,15,1,0,0,3,0,80,1,603055996
1,1,2,1,0,0,5,0,7,1,602763513
1,1,3,1,0,0,6,0,4,1,602778701
1,1,9,5,0,0,9,0,81,3,603251628
2,2,0,2,0,0,2,0,2,2,602503987
1,1,2,1,0,0,5,0,0,0,602515557
1,1,5,5,0,0,5,0,0,0,602515557
1,1,8,1,0,0,0,0,9,1,602624675
2,2,0,2,0,0,1,0,2,2,602775397
2,2,0,2,0,0,2,0,2,2,602448863
1,1,1,1,0,0,1,0,17,1,602454564
1,1,1,2,0,0,1,0,55,1,602701077
2,2,0,2,0,0,1,0,2,2,603228555
1,1,11,1,0,0,10,0,17,1,602500392
1,1,12,1,0,0,6,0,61,5,602954800
1,1,2,1,0,0,5,0,4,1,603154158
1,1,5,5,0,0,5,0,4,1,603154158
1,1,1,5,0,0,1,1,0,0,602919272
2,2,0,2,0,0,0,0,3,2,602535541
2,2,0,2,0,0,1,0,2,2,602893217
2,2,0,2,0,0,13,0,2,2,602763317
2,2,0,2,0,0,5,0,2,2,602872975
2,2,0,2,0,0,8,0,82,3,602585513
1,1,2,2,0,0,5,0,83,1,602597180
2,2,0,2,0,0,7,0,2,2,602980820
1,1,8,2,0,0,0,0,28,1,602492052
1,1,8,1,0,0,0,0,28,1,602492052
2,2,0,2,0,0,3,0,32,2,602475455
2,2,0,2,0,0,3,0,3,2,602439400
1,1,4,2,0,0,7,0,8,1,602646841
1,1,2,1,0,0,5,0,4,1,602824234
2,2,0,2,0,0,2,0,32,2,602693388
2,2,0,2,0,0,9,0,3,2,602480067
2,2,0,2,0,0,4,0,32,2,602596761
2,2,0,2,0,0,7,0,2,2,602595769
2,2,0,2,0,0,4,0,2,2,602572442
1,1,2,1,0,0,5,0,15,5,602714097
2,2,0,2,0,0,2,0,2,2,603069684
1,1,3,1,0,0,6,0,84,1,602593054
2,2,0,2,0,0,3,0,2,2,602820539
1,1,16,3,0,0,13,0,85,1,602796250
1,1,3,1,0,0,6,0,17,1,602808472
1,1,8,3,0,0,0,0,4,1,602424301
2,2,0,2,0,0,0,0,22,6,602828140
1,1,8,1,0,0,0,0,4,1,602940483
2,2,0,2,0,0,3,0,22,6,602734336
2,2,0,2,0,0,0,0,2,2,602919148
2,2,0,2,0,0,7,0,32,2,602721366
2,2,0,2,0,0,0,0,22,6,602668908
1,1,2,2,0,0,5,0,9,1,602799989
1,1,8,2,0,0,0,0,0,0,602437878
1,1,2,1,0,0,5,0,4,1,602961207
1,1,14,1,0,0,4,0,9,1,602803407
1,1,14,3,0,0,4,0,9,1,602803407
2,2,0,2,0,0,0,0,35,6,603210517
1,1,12,1,0,0,6,0,37,1,602653025
1,1,1,2,0,0,1,0,9,1,602555391
1,1,3,1,0,0,6,0,4,1,602678434
2,2,0,2,0,0,11,0,2,2,602797489
2,2,0,2,0,0,6,0,32,2,602421300
2,2,0,2,0,0,10,0,39,2,602975299
1,1,8,1,0,0,0,0,9,1,602828828
1,1,2,1,0,0,5,0,4,1,603020004
2,2,0,2,0,0,4,0,32,2,602599233
2,2,0,2,0,0,0,0,3,2,602510441
2,2,0,2,0,0,2,0,2,2,602832435
1,1,9,1,0,0,9,0,86,1,602999314
2,2,0,2,0,0,10,0,2,2,603055384
1,1,10,3,0,0,2,0,4,1,602645220
2,2,0,2,0,0,0,0,2,2,602895091
0,0,0,0,0,0,8,0,2,2,602908159
1,1,17,1,0,0,11,0,87,5,602912249
0,0,0,0,0,0,1,0,0,0,602433733
2,2,0,2,0,0,1,0,0,0,602433733
2,2,0,2,0,0,4,0,42,6,602879789
2,2,0,2,0,0,10,0,22,6,602958485
2,2,0,2,0,0,1,0,0,0,602808738
1,1,14,1,0,0,4,0,9,1,603041858
1,1,2,1,0,0,5,0,4,1,603213971
2,2,0,2,0,0,0,0,2,2,602816136
1,1,8,1,0,0,0,0,4,1,602568358
1,1,8,1,0,0,0,0,88,1,602941635
2,2,0,2,0,0,2,0,2,2,602650000
2,2,0,2,0,0,0,0,3,2,603202124
0,0,0,0,0,0,11,0,2,2,602419298
2,2,0,2,0,0,6,0,2,2,602557935
1,1,1,3,0,0,1,0,9,1,602671747
1,1,2,1,0,0,5,0,4,1,605365763
1,1,5,5,0,0,5,0,4,1,605365763
2,2,0,2,0,0,10,0,3,2,604787986
1,1,10,2,0,0,2,0,17,1,603125733
1,1,10,1,0,0,2,0,17,1,603125733
1,1,8,2,0,0,0,0,4,1,605566084
1,1,2,1,0,0,5,0,9,1,602763970
1,1,1,2,0,0,1,0,9,1,602545879
1,1,9,3,0,0,9,0,17,1,604985514
1,1,2,1,0,0,5,0,89,1,605607543
1,1,5,5,0,0,5,0,4,1,604889096
1,1,2,1,0,0,5,0,9,1,605739179
1,1,5,5,0,0,5,0,9,1,605739179
2,2,0,2,0,0,0,0,2,2,604792326
1,1,10,5,0,0,2,0,9,1,604841810
1,1,9,1,0,0,9,0,57,1,605149158
2,2,0,4,0,0,9,0,3,2,604789460
1,1,11,3,0,0,10,0,4,1,605287736
2,2,0,2,0,0,12,0,20,3,605522943
2,2,0,2,0,0,2,0,2,2,605145538
1,1,3,1,0,0,6,0,9,1,605325731
1,1,15,2,0,0,3,0,11,1,605243138
1,1,3,1,0,0,6,0,9,1,605284862
1,1,12,1,0,0,6,0,9,1,605339632
1,1,17,1,0,0,11,0,4,1,605524110
1,1,3,1,0,0,6,0,9,1,605298472
2,2,0,2,0,0,13,0,90,3,605528948
1,1,2,2,0,0,5,0,61,5,605245102
1,1,2,2,0,0,5,0,91,1,605560396
1,1,2,1,0,0,5,0,7,1,604665037
1,1,8,2,0,0,0,0,4,1,604892533
1,1,2,1,0,0,5,0,9,1,604808091
1,1,15,5,0,0,3,0,92,1,605444303
2,2,0,6,0,0,9,0,3,2,604928743
1,1,1,1,0,0,1,0,4,1,605419391
1,1,10,3,0,0,2,0,4,1,605692213
2,2,0,2,0,0,3,0,42,6,602669542
0,0,0,0,0,0,2,0,2,2,602754193
2,2,0,2,0,0,2,0,2,2,602754193
1,1,12,1,0,0,6,0,33,3,602946419
1,1,2,1,0,0,5,0,9,1,602604901
1,1,3,1,0,0,6,0,76,5,602774847
2,2,0,2,0,0,10,0,0,0,602454384
2,2,0,2,0,0,2,0,2,2,603059347
2,2,0,2,0,0,11,0,2,2,602710819
2,2,0,1,0,0,6,0,93,10,605358814
2,2,0,2,0,0,6,0,2,2,602787948
2,2,0,2,0,0,0,0,2,2,604805912
1,1,8,1,0,0,0,0,11,1,604837145
1,1,8,2,0,0,0,0,17,1,604807005
2,2,0,2,0,0,4,0,2,2,602464616
1,1,9,3,0,0,9,0,64,1,605500369
1,1,2,5,0,0,12,0,9,1,602854992
1,1,2,1,0,0,5,0,9,1,605315481
1,1,5,5,0,0,5,0,9,1,605315481
2,2,0,2,0,0,3,0,22,6,605734290
1,1,8,2,0,0,0,0,17,1,605214362
1,1,11,3,0,0,10,0,68,1,605539574
1,1,12,3,0,0,6,0,33,3,604686886
1,1,3,3,0,0,6,0,16,1,605141903
1,1,2,3,0,0,5,0,4,1,605720839
1,1,12,3,0,0,6,0,17,1,605281290
1,1,10,2,0,0,2,0,31,1,604977122
1,1,4,2,0,0,7,0,27,1,605023696
1,1,11,2,0,0,10,0,9,1,605640290
